list-id-s,12,80,4,2880,2685487,932,6515
list-id-s,16,10,4,480,550562,1147,80
list-id-s,16,20,4,960,887651,924,5712
list-id-s,16,40,4,1920,1815111,945,8096
list-id-s,16,80,4,3840,4550627,1185,13045
list-none-m,1,1000,4,3000,3119111,1039,9
list-none-m,2,1000,4,6000,10777441,1796,782
list-none-m,4,1000,4,12000,20316379,1693,2844
list-none-m,8,1000,4,24000,60864245,2536,12756
list-none-m,12,1000,4,36000,127818975,3550,31212
list-none-m,16,1000,4,48000,228126621,4752,60063
list-none-m,24,1000,4,72000,504678248,7009,143564
list-none-m,1,1000,8,3000,2561137,853,9
list-none-m,2,1000,8,6000,7530553,1255,400
list-none-m,4,1000,8,12000,11331661,944,1114
list-none-m,8,1000,8,24000,25983978,1082,3952
list-none-m,12,1000,8,36000,47647808,1323,8961
list-none-m,16,1000,8,48000,75175973,1566,15986
list-none-m,24,1000,8,72000,1168720343,16232,277653
list-none-m,1,1000,16,3000,2263633,754,9
list-none-m,2,1000,16,6000,5371430,895,239
list-none-m,4,1000,16,12000,7288803,607,430
list-none-m,8,1000,16,24000,12285029,511,1294
list-none-m,12,1000,16,36000,19780921,549,2654
list-none-m,16,1000,16,48000,32003292,666,5088
list-none-m,24,1000,16,72000,68398981,949,13303
list-none-s,1,1000,4,3000,3010940,1003,1
list-none-s,2,1000,4,6000,6170896,1028,194
list-none-s,4,1000,4,12000,17871465,1489,2021
list-none-s,8,1000,4,24000,48534749,2022,9571
list-none-s,12,1000,4,36000,134308878,3730,30573
list-none-s,16,1000,4,48000,232349591,4840,56966
list-none-s,24,1000,4,72000,1946903270,27040,565936
list-none-s,1,1000,8,3000,2536446,845,1
list-none-s,2,1000,8,6000,7126131,1187,155
list-none-s,4,1000,8,12000,9817455,818,572
list-none-s,8,1000,8,24000,23154464,964,2610
list-none-s,12,1000,8,36000,43704584,1214,7152
list-none-s,16,1000,8,48000,62491615,1301,12515
list-none-s,24,1000,8,72000,158293816,2198,37022
list-none-s,1,1000,16,3000,2273339,757,1
list-none-s,2,1000,16,6000,4977801,829,68
list-none-s,4,1000,16,12000,6420220,535,219
list-none-s,8,1000,16,24000,9757149,406,702
list-none-s,12,1000,16,36000,16575832,460,1668
list-none-s,16,1000,16,48000,22919756,477,3135
list-none-s,24,1000,16,72000,55187288,766,9628
list-id-none,4,1,4,12,164587,13715,0
list-id-none,4,2,4,24,156621,6525,0
list-id-none,4,4,4,48,129558,2699,0
list-id-none,8,1,4,24,231456,9644,0
list-id-none,8,4,4,96,259071,2698,0
list-id-none,12,1,4,36,333560,9265,0
list-id-none,12,2,4,72,394467,5478,0
list-id-none,16,1,4,48,419976,8749,0
list-id-none,16,2,4,96,463114,4824,0
